State,County,Higher Education,HPI,Income,Unemployment,Poor physical health days,Poor mental health days,Violent crime,Severe housing problems,Income inequality,Access to exercise opportunities
OR,Gilliam,61.09607577807847,-4.9,1875,5.9,3.5,3.6,35.007876772,0.1229050279,3.5998106631,0.8198824158
OR,Grant,54.97391617197337,3.11,7193,7.5,4.0,4.1,13.373751783,0.1348148148,4.8219530103,0.6474143721
OR,Harney,53.8632573652029,1.7,7322,6.1,4.4,4.4,67.120100233,0.1444270016,3.834787926,0.5393424953
OR,Hood River,64.1541651420905,11.41,23487,4.1,3.9,3.8,110.60781629,0.1669781931,3.9332112721,0.8939855008
OR,Jackson,65.60912350772747,8.58,215498,5.6,4.3,4.1,297.63308509,0.2378553436,4.474282422,0.8356987491
OR,Jefferson,58.435573642946906,16.49,22829,6.5,4.5,4.3,82.320837843,0.1817613991,3.7233993657,0.5853130755
OR,Josephine,60.272837479092175,8.12,85624,6.4,4.1,4.1,210.4985133,0.2554181818,4.5668693924,0.8105739122
OR,Klamath,55.62963269700609,4.95,66731,6.6,4.2,4.3,233.63892628,0.1958911516,4.5890881565,0.6770864718
OR,Lake,52.2061244649325,-5.36,7956,6.2,4.3,4.1,329.32235592,0.1669004208,3.9327997133,0.6947435085
OR,Lane,70.19723229370337,7.61,369149,5.0,3.6,3.9,262.34596933,0.2135762158,4.9910505615,0.9108653313
OR,Lincoln,68.66781017724414,5.98,47788,5.5,4.2,4.2,365.22904255,0.1951045627,4.2514509804,0.9442803146
OR,Linn,61.2966667796955,9.44,121648,5.6,4.2,4.2,118.23039087,0.1718837653,4.235050907,0.7340407296
OR,Malheur,49.82746721877156,1.76,30767,5.4,4.7,4.4,219.81403732,0.1958559447,5.1512434326,0.5140676396
OR,Marion,59.99640645610837,10.67,333807,5.0,4.2,4.0,232.42106321,0.2178847428,4.1159406684,0.8322006755
OR,Morrow,44.218852999340804,5.34,11530,4.8,4.2,4.0,177.9728888,0.1820580475,3.7734212353,0.3302604493
OR,Multnomah,75.34549159859625,13.63,803716,4.2,3.8,4.0,487.37696363,0.2247287217,5.068168744,0.9895353676
OR,Polk,68.63863150392015,8.62,81557,5.0,4.0,3.9,238.00966065,0.1903485255,4.6327265921,0.9190748379
OR,Tillamook,61.25312791325254,6.5,26131,4.8,4.2,4.1,70.725062867,0.1761180267,3.7442751843,0.9117623762
OR,Umatilla,53.55479190530737,4.46,78046,5.2,4.6,4.1,230.06372014,0.1629643457,4.5172042459,0.6018790602
OR,Union,59.66847670763075,3.48,25838,5.8,4.2,4.1,157.45488312,0.1723300971,4.7303120357,0.754893584
OR,Wallowa,65.7880580957504,3.14,7032,6.6,3.8,3.9,23.661918508,0.177852349,4.7091893703,0.6469748858
OR,Wasco,60.040731014523814,6.42,25913,4.7,4.1,4.1,88.033952199,0.1641025641,3.6005935507,0.7027723793
OR,Washington,75.69563091994134,11.88,583646,4.0,3.3,3.3,159.56166265,0.1820043965,4.1878460687,0.972902154
OR,Yamhill,66.2349472291879,11.49,104235,4.5,4.0,4.0,124.60353421,0.1942806604,4.1209556994,0.8083030053
PA,Adams,49.93374950482877,2.85,102625,3.9,3.4,3.7,147.01297849,0.145207626,3.8366669127,0.6119400041
PA,Allegheny,69.12778280322549,4.35,1250277,5.1,3.5,3.8,421.45702391,0.1424607639,5.0557362932,0.9488403954
PA,Armstrong,43.42982582114355,5.06,67295,7.4,3.8,3.9,111.89873418,0.1091383812,4.3215284715,0.757850916
PA,Beaver,57.806594975102584,2.79,170196,6.1,3.5,3.9,308.51331582,0.1269886163,4.4880592788,0.8587771712
PA,Bedford,39.760348583877985,-0.41,48427,5.8,3.7,3.9,149.8297693,0.1165674603,4.1922190939,0.5324343877
PA,Berks,51.00462084330391,0.99,420670,4.9,3.7,3.9,323.43737249,0.1603182335,4.4109774691,0.8860301087
PA,Blair,47.89100410600971,2.74,124764,5.2,3.7,4.1,252.16817496,0.1161390561,4.2913842678,0.7543847225
PA,Bradford,42.75309541150765,-1.36,60900,6.5,3.8,4.0,149.55775931,0.126406218,4.2828331103,0.4422886526
PA,Bucks,66.74994100799478,1.62,637498,4.6,3.1,3.6,111.8933482,0.1452366973,4.1602679348,0.9470466966
PA,Butler,64.24366484469705,3.02,189316,5.0,3.4,3.7,123.58661362,0.1152130653,4.3768909655,0.7858339407
PA,Cambria,48.34050175478792,1.61,137280,6.7,3.8,4.1,232.47216732,0.0955555556,4.5935469415,0.6693740909
PA,Carbon,45.40801403919275,4.3,63988,5.9,3.7,4.0,275.2269712,0.1365454199,3.8885127709,0.7864794863
PA,Centre,66.11369572314725,3.96,160149,4.1,3.5,3.9,103.78815995,0.2035382574,5.1229821686,0.8808883694
PA,Chester,74.66387768863444,2.43,521659,3.8,2.8,3.4,164.96961563,0.1461410811,4.447388281,0.8739832346
PA,Clarion,42.87442913462664,6.29,37924,6.1,3.7,4.2,121.14442822,0.135230179,4.6684894053,0.5632689807
PA,Clearfield,41.23459254453816,-1.14,81323,7.2,3.8,4.1,272.92643225,0.1330353014,4.2938338102,0.48593861
PA,Clinton,42.53253293582047,-1.6,38641,7.0,4.0,4.0,151.85835603,0.1419692509,4.52398326,0.8198684948
PA,Columbia,47.09556384268686,1.51,66086,5.5,3.7,4.1,136.39013826,0.1236063053,4.8100622126,0.7160115908
PA,Crawford,43.04390474901908,2.56,86400,5.9,3.8,4.1,83.24053139,0.1463241555,4.2007618655,0.7144933251
PA,Cumberland,61.631058275833404,2.18,250158,4.0,3.2,3.6,96.077854055,0.1207069375,3.9295114098,0.8568090873
PA,Dauphin,58.03625331662549,1.07,278373,4.7,3.7,4.0,509.89809504,0.1366266957,4.2686916848,0.8956396867
PA,Delaware,65.52127066596438,2.84,569890,4.8,3.6,3.8,534.95478358,0.177749733,4.8194018692,0.9352193911
PA,Elk,43.41190957867886,3.64,31350,5.5,3.5,3.8,93.949642991,0.0884079237,3.7884292118,0.7473549114
PA,Erie,54.395384459376515,1.96,277995,6.4,3.4,4.1,254.78175198,0.1469198661,4.6137671305,0.8445321243
PA,Fayette,41.16898549810181,3.12,132587,8.0,4.1,4.4,211.83531765,0.1181253426,4.6588705768,0.6741138749
PA,Franklin,46.31131002604644,1.14,154136,5.1,3.6,3.8,130.88772939,0.1173227668,3.7877728915,0.7846448957
PA,Fulton,39.56759818731118,4.26,14536,6.2,3.6,4.0,175.03702706,0.1171548117,3.8209206928,0.5556753116
PA,Greene,43.22568168632759,4.95,37357,7.7,3.7,3.9,148.04486104,0.1108356941,4.3864748065,0.5410742904
PA,Huntingdon,39.88549024488907,-1.21,45078,6.9,3.7,3.9,167.48718469,0.1107819905,4.2226786749,0.6396445451
PA,Indiana,50.35268879758572,-0.1,84932,7.2,3.9,4.0,335.01980179,0.1522401044,4.78832076,0.6270927093
PA,Jefferson,39.30442466704539,-3.5,44876,6.8,3.8,4.3,157.86529339,0.1064701065,4.1746696745,0.5684513274
PA,Juniata,33.8763398534488,-0.53,23846,5.3,3.7,4.0,94.862517109,0.1289800324,3.6720092605,0.4257590518
PA,Lackawanna,55.40895710681245,0.83,215181,5.6,3.8,4.1,227.55922014,0.1491497882,4.6225868726,0.9185168604
PA,Lancaster,51.9635105988156,2.63,542338,4.1,3.5,3.7,176.67867102,0.1482372417,3.9068779859,0.7470011262
PA,Lawrence,48.16910946645383,2.38,87900,6.6,3.8,4.1,453.6525335,0.1420593844,4.6069156744,0.7737081266
PA,Lebanon,44.779862625269985,1.67,139470,4.4,3.5,3.7,192.83377071,0.1299261674,3.7313313237,0.8586862123
PA,Lehigh,57.51245899571032,2.34,364690,5.3,3.8,3.9,268.69065742,0.1683045761,4.5041167186,0.8746083657
PA,Luzerne,52.01395003539304,-0.08,322211,6.2,4.0,4.0,286.12481909,0.1465648855,4.8013117901,0.8179316835
PA,Lycoming,52.14662938800869,1.04,115476,6.6,3.5,3.9,176.80986931,0.1358795051,4.1638641127,0.7520562221
PA,McKean,45.53163505468641,14.38,41699,6.5,3.8,4.1,200.25933968,0.1126760563,4.1220843141,0.7305868815
PA,Mercer,48.35740780595258,1.89,113820,5.9,3.7,4.0,214.83197683,0.123194654,4.2044448914,0.8452476894
PA,Mifflin,35.663752355648924,2.33,46312,5.7,3.9,4.1,131.7222867,0.1490765172,3.9691573927,0.6144124074
PA,Monroe,55.29706757331067,3.52,165244,6.2,3.8,3.9,336.41402633,0.2145025295,4.1396785672,0.8295710131
PA,Montgomery,71.89313354300634,2.31,834171,4.1,2.9,3.5,182.07401575,0.1471347193,4.414057266,0.9533439017
PA,Montour,55.8032340940003,1.81,18293,4.2,3.4,3.7,309.55242361,0.1093535076,4.4569095207,0.6955712487
PA,Northampton,58.09640967480827,1.72,305907,5.1,3.4,3.9,197.12322938,0.1689682823,4.2803770028,0.8729071154
PA,Northumberland,40.32527354580961,1.33,93124,6.2,3.9,4.1,281.97473844,0.1206017338,4.1625798475,0.7016545362
PA,Perry,42.33765443369241,2.73,45716,4.6,3.4,3.8,173.01038062,0.1208700441,3.4331340184,0.6385390154
PA,Philadelphia,55.18358728569915,4.63,1590852,6.7,4.5,4.8,1189.9467257,0.2427003841,6.1641992936,0.996470525
PA,Pike,58.95139493334554,-2.79,56555,6.3,3.6,3.8,125.68003957,0.1897179254,3.8692894332,0.8245568164
PA,Potter,43.05892185541162,8.39,16898,7.8,3.9,4.1,167.77563821,0.1233167966,4.1905442609,0.4185713467
PA,Schuylkill,44.104486174322105,3.29,144826,6.1,3.6,4.0,204.62414429,0.1079507651,4.3055442729,0.7028370277
PA,Snyder,42.8131455399061,2.98,40103,4.6,3.5,3.9,293.932923,0.1118077325,3.7173812038,0.6541484056
PA,Somerset,40.51677635127845,-0.27,75542,7.1,3.7,4.0,141.93415509,0.1147049016,4.0162861641,0.7242931749
PA,Sullivan,41.639411283728535,0.0,6078,7.1,3.7,4.0,201.39426801,0.1052631579,4.0470866697,0.3878344742
PA,Susquehanna,44.23975899442501,0.49,40234,5.6,3.6,3.9,128.35095917,0.1233955659,4.220313597,0.3920795276
PA,Tioga,47.00006794863084,2.09,41676,7.1,3.7,4.1,96.803058651,0.1394736842,4.2619677532,0.5270479503
PA,Union,46.00823885881592,-1.24,44489,4.7,3.5,3.8,82.989396623,0.1447239464,3.7926808583,0.7358889359
PA,Venango,44.617307590021795,2.21,52472,7.2,3.6,4.0,134.61480156,0.1163152053,3.9993990986,0.6566637567
PA,Warren,46.922053365081595,1.23,39782,5.4,3.6,3.9,249.85830719,0.1102835864,4.1748296633,0.7722587588
PA,Washington,57.34861123111588,2.29,208981,6.0,3.5,3.7,200.85261206,0.1120356612,4.5938820864,0.8381050909
PA,Wayne,46.233442656293704,0.78,51330,5.7,3.6,3.8,117.05327812,0.1537861046,4.2455487518,0.6928363182
PA,Westmoreland,59.176635904447224,2.18,359183,5.8,3.5,3.9,160.23709612,0.1108352661,4.5989429079,0.8253411434
PA,Wyoming,46.61195286195285,-2.29,27214,6.1,3.6,3.8,83.634664108,0.1277752605,4.2556323085,0.5080633753
PA,York,51.88870811103965,1.78,447735,4.6,3.4,3.9,254.35338541,0.1314161661,4.0398089172,0.778698399
RI,Bristol,70.82948146903101,3.63,50365,4.6,2.8,3.2,84.982802693,0.1832772457,4.836092033,0.8930125313
RI,Kent,63.86770068633852,5.72,167378,4.7,3.5,3.7,120.60495445,0.1797875437,4.4073265126,0.9201001456
RI,Newport,74.36370808678501,3.68,85702,4.7,3.0,3.2,187.2794935,0.1691621077,4.5794751009,0.8774732169
RI,Providence,55.619014321372305,5.23,650009,5.5,3.7,3.8,344.76169286,0.2208573525,5.6730489307,0.9507314092
RI,Washington,72.65457534124859,4.32,128797,4.8,2.7,3.3,73.636540555,0.1445795339,4.2427336018,0.8837996834
SC,Abbeville,46.73557580004671,2.62,24560,5.4,4.2,4.2,486.08388867,0.1457489879,4.6783282314,0.6378014715
SC,Aiken,57.67556440454897,4.84,164981,4.9,4.1,4.1,355.99828196,0.1396948375,5.0388256568,0.6932273156
SC,Anderson,55.299489543173436,3.79,195417,4.5,3.7,3.9,593.95353187,0.145185591,4.687009299,0.6498562466
SC,Bamberg,48.904703658400976,3.86,14053,8.8,4.6,4.3,633.71093669,0.1588541667,6.2564212697,0.3963845625
SC,Barnwell,44.92961792588337,5.18,21452,7.2,4.6,4.5,813.79634526,0.1956124314,5.7912888476,0.3700101675
SC,Beaufort,71.36283945228989,4.65,179146,4.7,3.3,3.4,544.24944936,0.1897251718,4.0046620047,0.8040102815
SC,Berkeley,60.13164018349843,5.8,206333,4.5,3.7,3.9,435.42489936,0.1513645685,4.0473538807,0.7433916432
SC,Calhoun,50.288184438040346,-4.09,14482,6.0,4.1,4.0,469.24568206,0.1378178835,4.8526917187,0.0999670511
SC,Charleston,71.90031947120106,8.59,392312,4.0,3.3,3.9,476.3993997,0.2124104165,5.3563945444,0.8187625104
SC,Cherokee,45.87926509186351,0.51,56022,5.8,4.3,4.2,348.8712462,0.1606635071,4.864796442,0.6364244155
SC,Chester,43.12411221590909,5.28,32315,7.0,4.3,4.2,721.75784574,0.1499599038,5.4430246542,0.4449305975
SC,Chesterfield,40.761848612885274,1.74,44655,4.9,4.6,4.3,480.10098431,0.1443712403,5.3860754382,0.4698292464
SC,Clarendon,43.64720845576949,0.67,32799,6.5,4.6,4.3,588.20739054,0.152271797,5.3375010149,0.4761087758
SC,Colleton,43.473258360242,5.15,38236,5.5,4.5,4.4,697.00976837,0.1755952381,4.4926499285,0.4060989407
SC,Darlington,48.240094834268,1.08,64993,6.1,4.4,4.5,820.81985418,0.1541941565,5.4234189372,0.6941512209
SC,Dillon,36.25171721441403,12.1,29383,6.6,5.0,4.6,1229.3256833,0.1859872611,5.199297321,0.5506830516
SC,Dorchester,64.33831672203765,6.43,154189,4.5,3.8,3.7,473.31201604,0.1474845632,4.1127024932,0.7974808685
SC,Edgefield,47.65480408228016,0.89,25753,5.5,3.8,3.8,182.24805438,0.1425402108,5.4994462901,0.4861219196
SC,Fairfield,42.14752930509683,0.02,21883,7.1,4.5,4.3,709.8602506,0.1757255937,5.4853733641,0.3391634664
SC,Florence,53.51330405579954,2.66,138135,5.2,4.1,3.9,521.30449152,0.1390555448,5.1164898975,0.5773021149
SC,Georgetown,62.13273455207914,7.6,61640,6.7,4.1,4.1,568.4480981,0.2003577818,5.2033949317,0.6499717411
SC,Greenville,66.40349564878665,5.97,496266,4.1,3.8,3.8,572.01481588,0.1436074042,4.999753257,0.8208233143
SC,Greenwood,54.25729075687536,1.23,69126,5.1,4.2,4.0,1351.1717118,0.1607074933,5.3138377464,0.8632951006
SC,Hampton,37.395459976105144,-5.07,20103,5.7,4.4,4.1,770.63622714,0.1680384088,5.5793284042,0.3456140351
SC,Horry,58.246938672993466,4.2,314979,5.7,4.2,4.3,658.1321189,0.203685742,4.1855713533,0.8379893869
SC,Jasper,52.30444182389937,-2.32,26726,4.3,4.8,4.3,350.70007173,0.2023514851,4.0435162095,0.6848286718
SC,Kershaw,54.1091966685762,2.3,63183,5.1,4.0,3.9,492.03649627,0.1329853862,4.5178329815,0.5866087492
SC,Lancaster,59.8487300980017,3.69,87581,5.2,3.9,3.9,516.65049002,0.1404145078,4.9154535926,0.5452956218
SC,Laurens,46.4427388754743,0.47,66429,5.1,4.2,4.2,721.8546341,0.1383170098,4.2719564595,0.6048364068
SC,Lee,42.98540023493875,-7.21,17346,6.9,4.6,4.3,593.22033898,0.174904943,4.7120264803,0.0294484912
SC,Lexington,63.18408944738535,1.87,281187,4.0,3.6,3.9,374.27465421,0.1223216445,4.1878607881,0.7523238221
SC,McCormick,48.28930817610063,-9.38,9645,5.5,4.1,4.0,380.92137392,0.1108343711,4.8860601276,0.9719534838
SC,Marion,32.80707756977369,6.56,31039,8.5,4.6,4.5,892.97360209,0.1612371134,5.8528479657,0.6664751074
SC,Marlboro,31.757739455640973,7.38,27624,8.2,5.3,4.6,1164.5953807,0.1523279352,5.2519807096,0.4290602426
SC,Newberry,52.06205360571385,2.69,37503,4.3,4.1,4.0,383.14851189,0.1301587302,4.3326678952,0.593873307
SC,Oconee,57.66083719623542,6.16,75676,5.0,4.1,4.1,525.40106952,0.1273927393,4.4602155219,0.6896988138
SC,Orangeburg,52.64609460373627,4.79,87513,8.7,4.4,4.1,511.48179608,0.1785198034,5.8540852726,0.5131728306
SC,Pickens,57.04724074681438,4.95,125248,4.9,4.0,4.1,352.24256477,0.1590729226,4.7889664724,0.5856538952
SC,Richland,70.16155797585213,3.08,407921,4.7,3.6,3.9,946.75307082,0.1762446757,4.7667284432,0.8075364626
SC,Saluda,46.30652141471422,5.41,19252,4.4,4.2,4.1,506.22793579,0.1123267688,4.9398042207,0.4510188679
SC,Spartanburg,56.71331774738874,4.39,302696,4.6,4.0,4.2,483.72916277,0.1409380266,4.7168651556,0.7451346608
SC,Sumter,56.33150728263527,0.37,106639,5.8,4.0,4.0,927.47462613,0.141441098,4.5022424103,0.6663192376
SC,Union,44.66628930170329,5.55,27739,6.1,4.1,4.2,603.13492564,0.1327134404,4.5360965168,0.5406926556
SC,Williamsburg,41.23849521937272,-4.42,32562,7.6,4.7,4.4,600.11439984,0.1657848325,5.3557725846,0.3642332162
SC,York,67.79591269586781,5.33,255206,4.5,3.6,3.7,514.90983987,0.1441058213,4.8399128778,0.7920715875
SD,Beadle,52.02957961578651,3.15,18542,2.6,3.0,2.6,242.29447231,0.1082933516,4.2866820554,0.6402460053
SD,Bon Homme,55.207517619420514,-1.94,7025,2.7,2.8,2.5,0.0,0.0732673267,4.5758654157,0.4848656294
SD,Brookings,71.69217410181264,2.56,33644,2.8,2.8,2.5,30.957196516,0.1380789022,4.4102140078,0.8037541061
SD,Brown,62.50840485701855,4.58,38586,2.7,2.7,2.4,202.21591016,0.0969004894,4.1278857043,0.6727984452
SD,Brule,53.13578826237054,2.93,5210,2.6,3.0,2.7,213.67521368,0.1002386635,3.2812705079,0.5360608944
SD,Butte,50.82178076318422,5.69,9967,3.5,2.9,2.5,159.52078654,0.1556662516,4.297097108,0.5456973294
SD,Charles Mix,53.200419727177334,11.7,9424,3.2,3.7,3.2,175.35802263,0.1205007825,5.0072319202,0.4851571914
SD,Clark,48.96886372826526,0.0,3664,3.9,2.7,2.4,13.464386697,0.0583941606,3.6025038473,0.4085613655
SD,Clay,69.14051841746249,5.52,14435,3.0,3.3,2.8,111.6230466,0.2062256809,6.5708104767,0.8065493364
SD,Codington,52.84882511956749,4.26,28163,3.1,2.9,2.4,261.70398372,0.1112548512,3.966141842,0.7414698645
SD,Custer,56.85271551075673,1.76,8211,4.0,2.5,2.3,56.080756289,0.1055555556,4.0303995368,0.7614410906
SD,Davison,56.14335742493108,3.81,20123,2.4,2.7,2.4,216.5197828,0.0976771888,4.314253595,0.7719442166
SD,Day,53.90325057588942,13.28,5569,4.2,3.3,2.8,0.0,0.156504065,4.9403314917,0.0124343257
SD,Deuel,55.45822102425876,6.58,4219,4.9,2.5,2.3,30.32830389,0.1058495822,3.285745938,0.3535747021
SD,Edmunds,59.25658607001083,23.52,4040,2.3,2.6,2.4,0.0,0.1135646688,4.2767094467,0.3893392287
SD,Fall River,57.26559581621217,6.55,6941,4.4,3.0,2.6,80.637935669,0.1414790997,5.104282941,0.7502114463
SD,Grant,54.251863175998466,7.63,7558,3.2,2.6,2.4,0.0,0.0996835443,3.3177777778,0.6287384448
SD,Hamlin,52.82914711565002,5.04,5881,3.4,2.6,2.4,111.58846175,0.112195122,3.4599291921,0.2807047264
SD,Hand,63.35807050092765,0.18,3279,2.2,2.6,2.3,48.234613158,0.1050847458,4.1288395062,0.483823958
SD,Hanson,58.88420065635255,3.39,3370,3.4,2.8,2.5,19.768706138,0.0761904762,3.5650912563,0.2885019514
SD,Hughes,66.8860718348773,3.05,17854,2.4,2.6,2.5,318.91453091,0.0808510638,3.981851936,0.7688873223
SD,Hutchinson,59.81873111782477,-1.94,7415,2.6,2.8,2.5,22.610111242,0.0750853242,4.4839683138,0.4220345908
SD,Kingsbury,53.3955857385399,9.64,5108,2.7,2.5,2.3,0.0,0.0646551724,3.7189688634,0.3774281274
SD,Lake,63.826510971384565,5.27,11696,3.4,2.8,2.5,65.82278481,0.0729053319,4.7456731468,0.6183035714
SD,Lawrence,66.19013183512266,6.12,25164,3.3,2.9,2.6,114.95353961,0.1591437878,4.5776378746,0.8770801345
SD,Lincoln,72.61137233990985,4.78,55964,2.2,2.2,2.2,216.30211667,0.0839762611,3.4743773419,0.7759659142
SD,McCook,55.45062061521856,4.44,5602,2.5,2.6,2.3,29.545588844,0.0839002268,3.5211141382,0.1432894268
SD,Marshall,60.454395785314446,1.71,4477,3.9,2.9,2.5,192.60950207,0.0911764706,4.8426820115,0.077104811
SD,Meade,65.189841334212,4.31,28125,3.2,2.9,2.5,75.31489417,0.0932668329,3.5898429928,0.8142250531
SD,Minnehaha,67.35592690926129,4.72,187179,2.6,2.7,2.6,284.83884067,0.1204783259,3.7562382298,0.8834352208
SD,Moody,62.06814955040227,9.86,6380,3.7,3.1,2.7,183.68284096,0.0945179584,3.7397159044,0.4042553191
SD,Pennington,66.24845852769289,4.09,105562,3.1,3.1,2.7,493.33107562,0.1352817857,3.9398376705,0.9185917502
SD,Roberts,53.695185525912294,1.75,10154,4.2,3.6,3.1,178.11201267,0.1313969571,4.1482169936,0.3311656321
SD,Spink,58.496877787689556,10.75,6499,3.1,2.8,2.5,154.23371549,0.0893536122,4.158706931,0.431644583
SD,Stanley,57.508289909995256,3.88,2932,2.4,2.5,2.3,122.16792537,0.0866141732,3.7512017305,0.5168577208
SD,Tripp,45.90290264577446,-3.74,5645,2.2,3.3,2.9,99.794540652,0.1462450593,4.8296627872,0.3965272856
SD,Turner,58.656113169417324,7.79,8446,2.8,2.5,2.4,71.366267544,0.085755814,3.563296376,0.3441955193
SD,Union,66.22439893143365,5.49,15547,3.1,2.2,2.1,34.323514728,0.0557977332,3.9413536269,0.6619209667
SD,Walworth,53.93586005830904,10.69,5444,5.2,2.8,2.5,150.7840772,0.0986842105,4.1387349117,0.648216256
SD,Yankton,57.88073734999382,2.87,22968,2.6,2.8,2.4,194.07483643,0.0842105263,4.4150906322,0.8182547464
TN,Anderson,56.3049156969841,1.87,75383,4.9,4.5,4.5,380.96917854,0.1292517007,4.7218525834,0.7527319677
TN,Bedford,42.01303622858876,7.28,47540,5.0,5.1,4.8,362.15150249,0.1496282528,4.3581787521,0.643348573
TN,Benton,36.37079142982073,17.56,15904,7.1,5.0,4.9,249.53212726,0.1408250356,4.5181962572,0.4276184123
TN,Bledsoe,33.2365003417635,0.55,14572,7.0,5.0,4.7,92.690337032,0.1542669584,4.7145987401,0.4835352594
TN,Blount,53.86298812425453,3.7,128870,4.4,4.4,4.4,334.89762239,0.1350241298,4.327928281,0.6915454028
TN,Bradley,55.76753702524356,2.04,104310,4.5,4.9,4.8,630.96429763,0.1674014696,4.6469721025,0.7019694229
TN,Campbell,40.19990849259142,3.46,39500,6.9,5.1,5.0,373.43248047,0.1328344247,5.0061852482,0.689360448
TN,Cannon,39.90234375,6.73,13716,4.6,4.7,4.6,216.34095334,0.1323943662,4.2811213266,0.3162089704
TN,Carroll,47.20744680851063,4.26,28354,6.7,4.7,4.5,269.78940146,0.1243666513,4.9036378227,0.4377322768
TN,Carter,48.9840106595603,1.73,56436,5.7,5.0,4.9,206.33095022,0.14,4.6270509345,0.8168361661
TN,Cheatham,48.920165008493086,7.32,39798,4.0,4.4,4.5,311.95958089,0.1206896552,3.6335567257,0.6425776755
TN,Chester,42.66148272510383,3.44,17087,5.0,4.7,4.6,294.00386847,0.1350455675,5.3078002807,0.4522211196
TN,Claiborne,43.32592495751079,-1.12,31691,6.2,5.0,4.9,431.26962071,0.1279024006,5.0894605938,0.4985564834
TN,Clay,33.65039483129935,6.15,7616,6.6,5.3,4.9,173.59640952,0.1519756839,4.9974091167,0.1509986007
TN,Cocke,36.76973305166122,3.97,35133,6.3,5.5,5.1,669.86714302,0.1615956728,5.5210885544,0.7274129325
TN,Coffee,49.81495759444873,3.6,54882,4.7,4.9,4.7,467.02022292,0.1667062455,4.8227762388,0.6639518145
TN,Crockett,43.53425525176818,6.28,14284,5.3,5.0,4.8,477.52234122,0.126899017,3.9575977654,0.2822569587
TN,Cumberland,49.350005389673385,0.05,58426,5.9,4.6,4.6,422.48043745,0.1239863423,4.1434139178,0.5951866983
TN,Davidson,68.83318882632558,10.22,699418,3.6,4.6,4.4,1153.2174187,0.1881509272,4.6564489276,0.8639946001
TN,Decatur,41.42667791300156,4.57,11609,6.9,4.9,4.8,271.1558016,0.1331389699,5.8264125255,0.5390830994
TN,DeKalb,41.14084507042254,7.48,19039,5.6,4.8,4.6,326.71081678,0.0887323944,4.3359146446,0.2065908241
TN,Dickson,47.4976694633107,5.76,51986,4.4,4.6,4.5,379.30460822,0.1269671913,4.4965380811,0.5809205493
TN,Dyer,50.55108011702938,7.26,37571,6.2,4.8,4.6,622.386884,0.1377465731,4.5206425791,0.5620190427
TN,Fayette,55.71681986776326,3.56,40026,5.1,4.4,4.3,367.22871625,0.1446911867,4.8203887884,0.4654934527
TN,Fentress,40.51965760169684,1.42,17919,6.2,5.4,5.1,208.29877048,0.1603518268,4.3264634433,0.5726933571
TN,Franklin,47.33874295145097,7.01,41768,4.9,4.6,4.7,334.60223553,0.1246875,4.4017174515,0.4652392088
TN,Gibson,47.08749197455204,-0.71,50007,5.9,4.8,4.7,576.71432662,0.1434468524,4.4483144084,0.5445122074
TN,Giles,43.656470588235294,4.74,29635,4.0,4.7,4.7,306.07881529,0.1371036847,4.5346769774,0.4417839579
TN,Grainger,39.29329872581406,1.56,23075,5.4,5.0,4.8,144.58464774,0.1216666667,4.1820967948,0.3556075385
TN,Greene,43.37513577564925,1.56,68993,5.5,4.9,4.7,384.73546435,0.1206299758,4.2614910659,0.4116895004
TN,Grundy,36.45252865103564,0.26,13316,6.5,5.5,5.3,594.8478889,0.1529745042,4.6983110542,0.2788440487
TN,Hamblen,46.16971593098914,1.66,63291,5.1,4.9,4.7,526.32969588,0.1342116097,4.8505002202,0.6402212842
TN,Hamilton,65.41828471070349,4.11,355527,4.6,4.4,4.5,635.91632659,0.1618733069,4.9895384615,0.8148979234
TN,Hardeman,38.64582769996214,-2.91,25957,6.2,5.4,5.0,523.17621748,0.2018089316,4.8178379165,0.3157450556
TN,Hardin,39.82194918783841,4.95,26495,6.0,5.2,4.9,492.50398724,0.1492390771,4.8957135932,0.3795819565
TN,Hawkins,43.952032107540916,3.88,56553,5.4,4.8,4.7,255.66490386,0.103984658,4.2316644581,0.3518202453
TN,Haywood,36.00320384461354,0.82,18328,6.5,5.4,5.0,986.41024731,0.1977480647,5.1521195057,0.1641560654
TN,Henderson,39.85262830159307,4.69,27713,6.9,4.7,4.6,615.97483677,0.1184151283,4.7091036593,0.5147466599
TN,Henry,40.90598873912302,1.16,32259,5.9,4.9,4.8,299.26925008,0.1310552009,4.4434112321,0.3922981751
TN,Hickman,35.77765300393038,2.47,24400,4.6,4.7,4.6,210.21142418,0.1431014823,4.5936282091,0.1732280275
TN,Houston,40.2401372212693,-2.36,8109,7.5,4.9,4.8,315.8310304,0.1333333333,4.1096291096,0.3846427724
TN,Humphreys,38.67486134012892,4.04,18615,6.0,4.4,4.5,175.41975441,0.0970099668,4.5461736984,0.3985327436
TN,Jackson,36.416781292984865,-0.91,11477,7.0,5.3,4.9,238.19089709,0.1622516556,4.5158314112,0.2338889844
TN,Jefferson,50.07213148539337,3.43,52953,5.3,4.8,4.6,261.31002568,0.1476372925,4.3512095438,0.6207325851
TN,Johnson,40.91275364442165,-2.12,17859,4.8,4.9,4.8,476.06068865,0.1451278507,4.5262126053,1.0
TN,Knox,67.07480690139431,3.92,459196,4.0,4.3,4.4,541.68076896,0.1467811396,4.8702726911,0.7946028235
